14; 0; 1; 144; 0.54902; 0.45098; 0.530155; 0.36482; 0.00159757; 0.530155; 0.36482; 0.00159757; 0.530155; 0.36482; 0.00159757; 
14; 0; 1; 151; 0.298122; 0.701878; 0.735608; 0.338331; 0.000798413; 0.735608; 0.338331; 0.000798413; 0.735608; 0.338331; 0.000798413; 
14; 0; 1; 148; 0.324286; 0.675714; 0.713311; 0.357987; 0.00116309; 0.713311; 0.357987; 0.00116309; 0.713311; 0.357987; 0.00116309; 
14; 0; 1; 154; 0.198486; 0.801514; 0.825912; 0.30544; 0.000713223; 0.825912; 0.30544; 0.000713223; 0.825912; 0.30544; 0.000713223; 
14; 0; 1; 155; 0.241998; 0.758002; 0.789901; 0.314914; 0.000857346; 0.789901; 0.314914; 0.000857346; 0.789901; 0.314914; 0.000857346; 
14; 0; 1; 155; 0.240372; 0.759628; 0.789928; 0.313284; 0.000556967; 0.789928; 0.313284; 0.000556967; 0.789928; 0.313284; 0.000556967; 
14; 0; 1; 157; 0.215639; 0.784361; 0.813056; 0.300257; 0.000718383; 0.813056; 0.300257; 0.000718383; 0.813056; 0.300257; 0.000718383; 
14; 0; 1; 156; 0.144036; 0.855964; 0.873225; 0.267943; 0.000453779; 0.873225; 0.267943; 0.000453779; 0.873225; 0.267943; 0.000453779; 
14; 0; 1; 155; 0.19814; 0.80186; 0.821975; 0.292473; 0.000728953; 0.821975; 0.292473; 0.000728953; 0.821975; 0.292473; 0.000728953; 
14; 0; 1; 153; 0.313645; 0.686355; 0.729207; 0.340156; 0.000842904; 0.729207; 0.340156; 0.000842904; 0.729207; 0.340156; 0.000842904; 
14; 0; 1; 156; 0.246455; 0.753545; 0.790744; 0.314139; 0.000653064; 0.790744; 0.314139; 0.000653064; 0.790744; 0.314139; 0.000653064; 
14; 0; 1; 156; 0.234537; 0.765463; 0.795999; 0.308483; 0.000756427; 0.795999; 0.308483; 0.000756427; 0.795999; 0.308483; 0.000756427; 
